id,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients
252,Ensalada De Patata Encurtida,"['1 pound small red potatoes, scrubbed', 'Salt and pepper', '½ cup finely chopped onion', '½ cup sweet pickle relish', '½ cup mayonnaise', '4 hard-boiled eggs, finely chopped']","Coloque las patatas en una olla grande y agregue suficiente agua fría para cubrirlas 1 pulgada. Agrega una pizca de sal. Llevar a ebullición y cocinar hasta que las patatas estén tiernas pero no blandas, unos 15 minutos. Drenar. Reserva hasta que esté lo suficientemente frío como para manipularlo.
Mientras las patatas aún estén calientes, córtalas en cuartos y colócalas en un bol grande. Agrega la cebolla, la salsa, la mayonesa y los huevos. Mezcle hasta que esté bien combinado. Pruebe y sazone con sal y pimienta.
Cubra y enfríe hasta que esté listo para servir, al menos 1 hora o hasta toda la noche.",sweet-pickle-potato-salad,"['1 libra de papas rojas pequeñas, lavadas', 'Sal y pimienta', '½ taza de cebolla finamente picada', '½ taza de salsa de pepinillos dulces', '½ taza de mayonesa', '4 huevos duros', 'finamente picadas']"
253,Pollo derretido con queso y salsa de cebolla,"['4 teaspoons vegetable oil', '2 boneless, skinless chicken breasts, about 1 pound (450g), sliced lengthwise into 4 flat 1⁄2-inch-thick (1.3cm-thick) pieces', '1 teaspoon kosher salt', '1⁄2 yellow onion, sliced', '1 teaspoon distilled white vinegar', '1⁄2 red onion, thinly sliced', '1⁄2 bunch scallions, white and green parts, thinly sliced', '2 tablespoons fried shallots (store-bought is totally great)', '3 tablespoons salted butter', '4 slices rye bread', '4 slices good melting cheese, such as Colby Jack or Muenster']","Calienta una sartén grande con 2 cucharaditas de aceite vegetal a fuego alto hasta que humee. Sazone el pollo con ¾ de cucharadita de sal y colóquelo con cuidado en la sartén. Cocine por un lado hasta que esté casi cocido por completo, aproximadamente 5 minutos. Voltee el pollo y cocínelo por el otro lado durante unos 30 segundos o hasta que ya no esté rosado. Transfiera el pollo a un plato para que descanse.
Agrega inmediatamente la cebolla amarilla y las 2 cucharaditas restantes de aceite vegetal a la sartén. Revuelva y cocine durante 5 minutos, o hasta que la cebolla esté oscura y huela increíble pero no quemada. Si oscurece demasiado, baja el fuego. Agrega el vinagre, junto con el líquido que se ha acumulado en el plato donde reposa el pollo, y baja el fuego. Cocine la cebolla a fuego lento durante 2 a 4 minutos, o hasta que el líquido se haya evaporado. Transfiera la cebolla a un tazón y use una espátula de goma para raspar la sartén por completo. Cuando la cebolla se haya enfriado un poco, aproximadamente 5 minutos, agregue la cebolla morada, las cebolletas, las chalotas fritas y el 1⁄4 de cucharadita de sal restante y revuelva para combinar.
Derrita 2 cucharadas de mantequilla en la misma sartén. Coloque dos rebanadas de pan en la superficie de trabajo y coloque una rebanada de queso en cada una. Cubra cada trozo de queso con la mitad de la cebolla, dos trozos de pollo y otra rebanada de queso, y cubra con otra rebanada de pan. Coloca los sándwiches en la sartén con la mantequilla derretida. Cocine a fuego medio, aproximadamente 3 minutos, hasta que el queso de la rebanada inferior se derrita y el pan esté bien tostado. Agrega la 1 cucharada de mantequilla restante a la sartén y voltea los sándwiches. Cocínelos durante 1 o 2 minutos más, hasta que el queso se derrita y el fondo esté tostado. Retire los sándwiches de la sartén, córtelos por la mitad e inserte un palillo con volantes o una espada de cóctel cerca de la parte superior de cada mitad y sirva.",cheesy-chicken-melt-onion-relish-tyler-kord,"['4 cucharaditas de aceite vegetal', '2 pechugas de pollo deshuesadas y sin piel, aproximadamente 1 libra (450 g), cortadas a lo largo en 4 trozos planos de 1⁄2 pulgada de espesor (1,3 cm de grosor)', '1 cucharadita de sal kosher', '1⁄2 cebolla amarilla, en rodajas', '1 cucharadita de vinagre blanco destilado', '1⁄2 cebolla morada, en rodajas finas', '1⁄2 manojo cebolletas, partes blancas y verdes, en rodajas finas"", ""2 cucharadas de chalotas fritas (compradas en la tienda son totalmente excelentes)"", ""3 cucharadas de mantequilla salada"", ""4 rebanadas de pan de centeno"", ""4 rebanadas de buen queso para derretir"", ""como Colby Jack o Muenster""]"
254,Chicken Spipies (pollo marinado en panecillo),"['1⁄3 cup (80ml) vegetable oil', '1⁄4 cup (60ml) freshly squeezed lemon juice', '1⁄4 cup (60ml) distilled white vinegar', '2 garlic cloves', '2 sprigs fresh mint', '2 sprigs fresh dill', '1⁄2 tablespoon kosher salt', '1 teaspoon low-sodium soy sauce', '1 teaspoon garlic powder', '1 teaspoon freshly ground black pepper', '1⁄2 teaspoon dried oregano', '1⁄4 teaspoon red pepper flakes', '1⁄4 teaspoon ground cardamom', '1 1⁄2 pounds (680g) boneless, skinless chicken breasts or thighs, cut into 1-inch (2.5cm) chunks', '4 super-soft hero rolls, split lengthwise', 'Shredded iceberg lettuce, chopped tomatoes, chopped white onion, sliced pepperoncini, and chopped olives']","En una licuadora, combine el aceite, el jugo de limón, el vinagre, el ajo, la menta, el eneldo, la sal, la salsa de soja, el ajo en polvo, la pimienta negra, el orégano, las hojuelas de pimiento rojo y el cardamomo y haga puré hasta que quede suave y emulsionado.
Coloque el pollo en un tazón grande y vierta la marinada sobre él, reservando aproximadamente 1⁄2 taza de marinada en un tazón pequeño, cubriéndolo y refrigerándolo. Mezcle bien el pollo con la marinada, cubra y refrigere por al menos 4 horas o hasta 24. La marinada ácida comenzará a descomponer el pollo, así que si le molesta una textura más tierna, deje marinar durante 4 a 5 horas. Yo, sin embargo, soy fanático de esa textura y creo que una marinada agresivamente larga de 24 horas le da al pollo mucho más sabor.
Calienta una parrilla hasta que esté tan caliente que (casi) no puedas mirarla directamente. Ensarta el pollo; Puedes hacer una brocheta gigante para ahorrar espacio o muchas brochetas pequeñas para girarlas más fácilmente. Cocine el pollo en brocheta, volteándolo tres veces, hasta que esté bien carbonizado, de 5 a 7 minutos por cada uno de los cuatro lados. Deja reposar el pollo durante 10 minutos y luego sácalo de las brochetas.
Para servir sobre los panecillos, cubra con el que más le guste de los siguientes: lechuga, tomates, cebolla, marinada reservada, pepperoncini y aceitunas. O no use ningún aderezo, ya que en mi libro debe comerse (que así es literalmente).",chicken-spiedies-marinated-chicken-bun-dynamite-chicken,"['1⁄3 taza (80 ml) de aceite vegetal', '1⁄4 taza (60 ml) de jugo de limón recién exprimido', '1⁄4 taza (60 ml) de vinagre blanco destilado', '2 dientes de ajo', '2 ramitas de menta fresca', '2 ramitas de eneldo fresco', '1⁄2 cucharada de sal kosher', '1 cucharadita de salsa de soja baja en sodio', '1 cucharadita de ajo en polvo', '1 cucharadita pimienta negra recién molida', '1⁄2 cucharadita de orégano seco', '1⁄4 cucharadita de hojuelas de pimiento rojo', '1⁄4 cucharadita de cardamomo molido', '1 1⁄2 libras (680 g) de pechugas o muslos de pollo deshuesados y sin piel, cortados en trozos de 1 pulgada (2,5 cm)', '4 panecillos súper suaves, partidos a lo largo', 'Lechuga iceberg rallada', 'tomates picados', 'cebolla blanca picada', 'peperoncini en rodajas', 'y aceitunas picadas']"
255,Pan de Semillas y Nueces,"['¼ cup (50g or 1¾ oz) chia seeds', '¼ cup (20g or ¾ oz) psyllium husks', '2 cups (320g or 11¼ oz) cooked quinoa', '1½ cups (375ml or 12½ fl oz) water', '1 cup (160g or 5½ oz) sunflower seeds', '½ cup (80g or 2¾ oz) flaxseeds', '¾ cup (120g or 4¼ oz) roughly chopped almonds', '¼ cup (60ml or 2 fl oz) extra virgin olive oil', '2 tablespoons maple syrup', '½ teaspoon sea salt flakes']","Precalienta el horno a 160°C (325°F). Forre un molde para pan de 10 cm x 21 cm (4 pulgadas x 8 pulgadas) con papel de hornear antiadherente.
Coloque las semillas de chía, las cáscaras de psyllium, la quinua y el agua en un tazón grande y mezcle para combinar. Dejar reposar durante 15 minutos.
Agrega las semillas de girasol, las semillas de lino, las almendras, el aceite, el jarabe de arce y la sal y mezcla bien para combinar. Vierte la mezcla en el molde.
Hornee por 1 hora 30 minutos o hasta que esté firme al tacto. Deje enfriar en el molde antes de desmoldar y cortar para servir.",seed-and-nut-bread,"['¼ de taza (50 g o 1¾ oz) de semillas de chía', '¼ de taza (20 g o ¾ oz) de cáscaras de psyllium', '2 tazas (320 g o 11¼ oz) de quinua cocida', '1½ tazas (375 ml o 12½ fl oz) de agua', '1 taza (160 g o 5½ oz) de semillas de girasol', '½ taza (80 g o 2¾ oz) de semillas de lino', '¾ taza (120 g o 4¼ oz) de almendras picadas groseramente', '¼ taza (60 ml o 2 fl oz) de aceite de oliva virgen extra', '2 cucharadas de jarabe de arce', '½ cucharadita de hojuelas de sal marina']"
256,Pasta Con Salsa De Crema De Anacardos Y Brócoli Y Limón,"['1 cup (150g or 5¼ oz) raw cashews', '2 cups (500ml or 17 fl oz) boiling water', '1 cup (250ml or 8½ fl oz) good-quality vegetable stock', '¼ cup (60ml or 2 fl oz) lemon juice', 'Sea salt and cracked black pepper', '400g (14 oz) dried wholemeal (whole-wheat) spaghetti', '300g (10½ oz) broccoli florets (about 1 head)', '½ cup (10g or ¼ oz) small basil leaves', '1 tablespoon finely shredded lemon rind']","Para hacer la salsa de crema de anacardos y limón, coloque los anacardos en un recipiente mediano resistente al calor y cúbralos con agua hirviendo. Dejar reposar durante 30 minutos. Escurre bien los anacardos y colócalos en una licuadora. Agrega el caldo, el jugo de limón, la sal y la pimienta y licúa hasta que quede muy suave.
Cocine la pasta en una cacerola grande con agua hirviendo con sal durante 6 minutos. Agrega el brócoli y cocina por 4 minutos más o hasta que la pasta esté al dente y el brócoli esté tierno. Escurre la pasta y el brócoli y regresa inmediatamente a la cacerola tibia. Agregue la salsa de crema de anacardos y revuelva para combinar.
Divida la pasta en tazones para servir y cubra con albahaca y ralladura de limón para servir.",pasta-with-broccoli-and-lemon-cashew-cream-sauce,"['1 taza (150 g o 5¼ oz) de anacardos crudos', '2 tazas (500 ml o 17 fl oz) de agua hirviendo', '1 taza (250 ml o 8½ fl oz) de caldo de verduras de buena calidad', '¼ de taza (60 ml o 2 fl oz) de jugo de limón', 'Sal marina y pimienta negra molida', '400 g (14 oz) de harina integral seca (trigo integral) espaguetis', '300 g (10½ oz) de floretes de brócoli (aproximadamente 1 cabeza)', '½ taza (10 g o ¼ oz) de hojas pequeñas de albahaca', '1 cucharada de cáscara de limón finamente rallada']"
257,Bocaditos energéticos de coco y lima,"['1 cup pitted dates', '1 cup rolled oats', '1 cup unsweetened shredded coconut or coconut flakes, plus extra for rolling', '½ cup macadamia nuts or cashews', '¼ cup hemp seeds', '2 tablespoons white chia seeds (black chia are okay, too)', '2 tablespoons unsweetened cashew butter', 'Zest and juice of 2 limes', '1 teaspoon pure vanilla extract', '½ teaspoon spirulina or chlorella powder (optional)', '½ teaspoon maca powder (optional)', '¼ teaspoon kosher salt']","En un procesador de alimentos, combine todos los ingredientes y presione hasta que la mezcla esté picada uniformemente y comience a pegarse y formar una bola. Transfiera la “masa” a un tazón mediano y enfríe en el refrigerador durante 30 minutos.
Usando una pequeña bola de helado, o aproximadamente ½ cucharada, divida la masa en bolas. Haga rodar cada bola con las manos para que quede suave.
Espolvorea coco rallado o hojuelas de coco en un plato y enrolla las bolas para cubrirlas ligeramente. Guarde los bocados en un recipiente hermético en el refrigerador por hasta 2 semanas o en el congelador por hasta 1 mes.",coconut-lime-energy-bites,"['1 taza de dátiles sin hueso', '1 taza de copos de avena', '1 taza de coco rallado sin azúcar o hojuelas de coco, más algo extra para enrollar', '½ taza de nueces de macadamia o anacardos', '¼ de taza de semillas de cáñamo', '2 cucharadas de semillas de chía blanca (la chía negra también está bien)', '2 cucharadas de mantequilla de anacardo sin azúcar', 'Ralladura y jugo de 2 limas', '1 cucharadita de vainilla pura extracto', '½ cucharadita de espirulina o chlorella en polvo (opcional)', '½ cucharadita de maca en polvo (opcional)', '¼ cucharadita de sal kosher']"
258,Wraps de lechuga satay,"['⅓ cup plus 1 tablespoon coconut aminos', '3 tablespoons natural almond butter', '1 tablespoon raw honey or pure maple syrup', '2 teaspoons toasted sesame oil', '¼ to ½ teaspoon sriracha hot sauce, to taste', '1 pound chicken or turkey breast, ground or cut into bite-size pieces', '1 red bell pepper, cored, seeded, and chopped', '1 cup finely chopped broccoli', '1 cup chopped purple cabbage', '1 cup shredded carrots', '8 green onions (white and green parts), chopped', '½ cup chopped jicama', '½ cup chopped celery', '4 to 6 lettuce leaves (Bibb, Boston, or romaine), washed and dried well', '½ cup unsalted cashew pieces', 'Toasted sesame seeds or hemp seeds']","En un tazón pequeño o en un frasco mediano, bata o agite los ingredientes de la salsa hasta que estén bien combinados. Dejar de lado.
En una sartén antiadherente grande a fuego medio-alto, cocine la carne hasta que esté dorada y ya no esté rosada, de 5 a 10 minutos. Agrega las verduras y la mezcla de salsa y cocina hasta que las cebollas verdes y los pimientos rojos se ablanden y la carne haya absorbido la mezcla, unos 5 minutos más. Retire la sartén del fuego.
Vierta aproximadamente ⅓ de taza del relleno en una hoja de lechuga. Espolvorea con anacardos y semillas de sésamo o cáñamo y ¡a disfrutar!",satay-lettuce-wraps,"['⅓ taza más 1 cucharada de aminoácidos de coco', '3 cucharadas de mantequilla de almendras natural', '1 cucharada de miel cruda o jarabe de arce puro', '2 cucharaditas de aceite de sésamo tostado', '¼ a ½ cucharadita de salsa picante sriracha, al gusto', '1 libra de pechuga de pollo o pavo, molida o cortada en trozos pequeños', '1 pimiento rojo, sin corazón, sin semillas y picado', '1 taza de brócoli finamente picado', '1 taza repollo morado picado', '1 taza de zanahorias ralladas', '8 cebollas verdes (partes blanca y verde), picadas', '½ taza de jícama picada', '½ taza de apio picado', '4 a 6 hojas de lechuga (Bibb, Boston o lechuga romana), bien lavadas y secas', '½ taza de trozos de anacardos sin sal', 'Semillas de sésamo o semillas de cáñamo tostadas']"
259,Waffles de batata y nueces,"['1 medium sweet potato, baked until tender, skin removed, and mashed (about 3/4 cup)', '1 cup rolled oats', '1 cup unsweetened almond, coconut, or cashew milk', '2 eggs or egg replacer equivalent', '3 tablespoons unsweetened almond butter', '1 tablespoon flax meal', '2 teaspoons baking powder', '1 teaspoon pure vanilla extract', '1 teaspoon ground cinnamon', 'Zest of 1 medium clementine', 'Pinch of ground cardamom', 'Pinch of ground nutmeg', '½ cup chopped pecans, plus more for topping', 'Olive oil cooking spray', 'Maple syrup, for serving (optional)']","Combine todos los ingredientes excepto las nueces en una licuadora o procesador de alimentos y mezcle hasta que quede relativamente suave (puede que todavía queden algunos grumos; está bien). Incorpora las nueces.
Precalienta una plancha para gofres a fuego medio y engrasa con aceite en aerosol. Vierta aproximadamente ¾ de taza de la masa en el centro de la plancha para gofres. Presione para cerrar y cocine hasta que el gofre esté dorado y los bordes ligeramente crujientes, de 3 a 4 minutos. Voltear y repetir del otro lado. Sirva caliente cubierto con nueces y un chorrito de jarabe de arce, si lo desea.",sweet-potato-and-pecan-waffles,"['1 batata mediana, horneada hasta que esté tierna, sin piel y triturada (aproximadamente 3/4 taza)', '1 taza de copos de avena', '1 taza de leche sin azúcar de almendras, coco o anacardo', '2 huevos o equivalente a sustituto de huevo', '3 cucharadas de mantequilla de almendras sin azúcar', '1 cucharada de harina de lino', '2 cucharaditas de levadura en polvo', '1 cucharadita de extracto puro de vainilla', '1 cucharadita de canela molida', 'Ralladura de 1 Clementina mediana', 'Una pizca de cardamomo molido', 'Una pizca de nuez moscada molida', '½ taza de nueces picadas y más para cubrir', 'Aceite de oliva en aerosol para cocinar', 'Jarabe de arce', 'para servir (opcional)']"
260,Pollo instantáneo al limón con ajo y aceitunas,"['1 tablespoon extra virgin olive oil, plus more as needed', '2 pounds bone-in, skin-on chicken thighs, patted dry (4 to 6, depending on the size)', '3/4 teaspoon kosher salt, plus more if needed', '1/4 teaspoon freshly ground black pepper ½ cup chicken stock, preferably homemade', '1/3 cup mixed pitted olives 4 thin slices lemon', '4 garlic cloves, thinly sliced', '2 anchovy fillets, chopped (optional) 1 tablespoon drained capers 1 teaspoon fresh rosemary needles, chopped', '1 teaspoon fresh thyme leaves, chopped, plus more for garnish', '1/2 teaspoon fennel seeds, lightly crushed with a mortar and pestle or with the flat side of a knife']","Usando la función de saltear de su olla a presión (a temperatura alta si es posible), caliente el aceite en la olla a presión. Sazone el pollo con sal y pimienta y colóquelo en una sola capa, con la piel hacia abajo, en el fondo de la olla. (Trabaje en tandas si no caben en una sola capa, agregando más aceite para cada tanda). Cocine, sin mover, hasta que esté bien dorado, aproximadamente 8 minutos. (Solo hay que dorarlo por un lado).
Voltee el pollo, vierta el caldo y esparza con las aceitunas, las rodajas de limón, el ajo, las anchoas (si las usa), las alcaparras, el romero, el tomillo y las semillas de hinojo.
Cierre la tapa y cocine a alta presión durante 15 minutos. Deje que la presión se libere naturalmente.
Deseche las rodajas de limón y transfiera el pollo a platos para servir; manténgalo cubierto sin apretar con papel de aluminio. Usando la función de saltear, lleve la salsa a fuego lento y cocine hasta que espese un poco, de 3 a 5 minutos. Probar y rectificar de sal y pimienta si es necesario. Vierta la salsa sobre el pollo y sirva adornado con tomillo.
Cocínelo lentamente: Después del paso 2, cocine a fuego lento a temperatura alta durante 3 a 4 horas o a temperatura baja durante 4 a 5 horas.",instant-pot-lemon-chicken-with-olives-melissa-clark,"['1 cucharada de aceite de oliva virgen extra, y más según sea necesario', '2 libras de muslos de pollo con hueso y piel, secos (4 a 6, dependiendo del tamaño)', '3/4 cucharadita de sal kosher, y más si es necesario', '1/4 cucharadita de pimienta negra recién molida ½ taza de caldo de pollo, preferiblemente casero', '1/3 taza de aceitunas mixtas sin hueso 4 rodajas finas de limón', '4 dientes de ajo, en rodajas finas', '2 anchoas filetes picados (opcional) 1 cucharada de alcaparras escurridas 1 cucharadita de agujas de romero fresco picadas', '1 cucharadita de hojas frescas de tomillo picadas y más para decorar', '1/2 cucharadita de semillas de hinojo', 'ligeramente trituradas con un mortero o con el lado plano de un cuchillo']"
261,"Pudín instantáneo de arroz con leche, limón y vainilla con crema batida","['2/3 cup Arborio or other short-grain white rice', '3 cups whole milk', '1/3 cup sugar', '1 cinnamon stick', '1 teaspoon finely grated lemon zest', 'Pinch of kosher salt', '1/2 vanilla bean, halved lengthwise', '3/4 cup heavy cream', '2 egg yolks', '1/2 cup raisins (optional)', 'Ground cinnamon, for serving (optional)', 'Whipped cream, for serving (optional)']","En la olla a presión, mezcle el arroz, la leche, el azúcar, la rama de canela, la ralladura de limón y la sal. Use la punta de un cuchillo de cocina para raspar las semillas de vainilla de la vaina y colocarlas en la olla y agregue también la vaina de vainilla.
Cierre la tapa y cocine a alta presión durante 4 minutos. Deje que la presión se libere naturalmente durante 10 minutos y luego libere manualmente la presión restante.
Retire y deseche la ramita de canela y la vaina de vainilla.
En un tazón pequeño, mezcle la nata y las yemas. Incorpora el arroz y continúa revolviendo hasta que espese, de 2 a 4 minutos. El calor residual del arroz cocinará las yemas. Agregue las pasas (si las usa).
Vierta el pudín en tazones para servir, luego cúbralo con una envoltura de plástico y déjelo enfriar durante al menos 4 horas. El pudín se espesará a medida que se enfríe. Sirva con una pizca de canela molida y crema batida, si lo desea.",instant-pot-lemon-vanilla-rice-pudding-melissa-clark,"['2/3 taza de Arborio u otro arroz blanco de grano corto', '3 tazas de leche entera', '1/3 taza de azúcar', '1 rama de canela', '1 cucharadita de ralladura de limón fina', 'Una pizca de sal kosher', '1/2 vaina de vainilla, cortada por la mitad a lo largo', '3/4 taza de crema espesa', '2 yemas de huevo', '1/2 taza de pasas (opcional)', 'Canela molida, para servir (opcional)', 'Crema batida', 'para servir (opcional)']"
262,"Lentejas instantáneas del Medio Oriente con arroz, puerros y espinacas","['3 tablespoons extra-virgin olive oil, plus more for serving', '2 large or 3 small leeks (white and light green parts only), halved and thinly sliced', 'Kosher salt', '2 garlic cloves, finely grated or minced', '1 teaspoon ground cumin', '1/4 teaspoon ground allspice', '1/8 teaspoon cayenne pepper', '1 cup brown or green lentils', '1 bay leaf', '1 cinnamon stick', '3/4 cup long-grain white rice', '5 ounces baby spinach', '1 cup plain yogurt']","Usando la función de saltear, calienta el aceite en la olla a presión. Agregue los puerros y cocine, revolviendo ocasionalmente, hasta que estén dorados en los bordes, aproximadamente 10 minutos. Sazone con una pizca de sal. Use una espumadera para sacar la mitad de los puerros y transfiéralos a un tazón; reservar para la guarnición.
Agrega el ajo a la olla y cocina hasta que esté fragante, aproximadamente 15 segundos. Agregue el comino, la pimienta de Jamaica y la cayena y cocine por 30 segundos.
Agrega las lentejas, 2 tazas de agua, 2 cucharaditas de sal, la hoja de laurel y la rama de canela a la olla.
Cierre la tapa en su lugar y cocine a alta presión durante 1 minuto. Deje que la presión se libere naturalmente durante 5 minutos y luego libere manualmente la presión restante.
Destape la olla y agregue el arroz, trabajando rápidamente para que la mezcla de lentejas se mantenga caliente. Vuelva a cerrar la tapa y cocine a alta presión durante 8 minutos. Libere la presión manualmente.
Destape y agregue las espinacas. Cubra la olla con la tapa (pero no la cierre con llave) y déjela reposar durante 5 a 10 minutos para que las verduras se ablanden y termine de cocinar el arroz.
En un bol pequeño, sazona el yogur con sal al gusto.
Deseche la hoja de laurel y la rama de canela. Sirve las lentejas calientes, adornadas con los puerros reservados y el yogur salado encima, y ​​rociadas con más aceite de oliva.",lentils-with-rice-spinach-mujadra-melissa-clark,"['3 cucharadas de aceite de oliva virgen extra, y más para servir', '2 puerros grandes o 3 pequeños (solo las partes blanca y verde claro), cortados por la mitad y en rodajas finas', 'Sal kosher', '2 dientes de ajo, finamente rallados o picados', '1 cucharadita de comino molido', '1/4 cucharadita de pimienta de Jamaica molida', '1/8 cucharadita de pimienta de cayena', '1 taza de lentejas marrones o verdes', '1 hoja de laurel', '1 rama de canela', '3/4 taza de arroz blanco de grano largo', '5 onzas de espinacas tiernas', '1 taza de yogur natural']"
263,Polenta Al Horno Con Frijoles Y Verduras,"['3 cups still-warm Big-Batch Parmesan Polenta', '6 garlic cloves, thinly sliced', '¼ cup extra-virgin olive oil, plus more for drizzling', '1 (14.5-oz.) can white beans, rinsed', '¼ tsp. crushed red pepper flakes (optional)', '1 bunch curly or Tuscan kale or escarole, tough ribs and stems removed, leaves torn into bite-size pieces', '1 Tbsp. white or red wine vinegar', '¼ tsp. kosher salt', '¼ cup finely grated Parmesan, plus more for topping']","Vierta la polenta tibia en una sartén grande para horno, en una fuente de cerámica para hornear o en una bandeja de metal para hornear y extiéndala en una capa uniforme (idealmente de aproximadamente 1"" de espesor). Deje enfriar, luego cubra y enfríe durante al menos 1 hora y hasta 1 semana.
Precalienta el horno a 500°F. Caliente el ajo y ¼ de taza de aceite en una sartén grande a fuego medio, revolviendo ocasionalmente, hasta que el ajo esté fragante y comience a dorarse, aproximadamente 3 minutos. Agregue los frijoles y las hojuelas de pimiento rojo (si los usa), luego, trabajando en tandas, agregue la col rizada, dejando que se ablande un poco después de cada adición antes de agregar más, y cocine, revolviendo ocasionalmente, hasta que esté tierna y de color uniformemente oscuro, aproximadamente 3 minutos. Agregue el vinagre y la sal y cocine, revolviendo ocasionalmente, hasta que el líquido se evapore, aproximadamente 2 minutos. Retire del fuego y agregue ¼ de taza de parmesano.
Raspe la mezcla de col rizada sobre la polenta preparada y extiéndala en una capa uniforme. Rocíe con más aceite y espolvoree con más parmesano.
Transfiera la sartén al horno y hornee hasta que la polenta esté bien caliente y la cobertura esté ligeramente crujiente y dorada, de 8 a 10 minutos.",beans-and-greens-polenta-bake,"['3 tazas de polenta de parmesano grande todavía caliente', '6 dientes de ajo, en rodajas finas', '¼ taza de aceite de oliva virgen extra, y más para rociar', '1 lata (14,5 oz.) de frijoles blancos, enjuagados', '¼ cucharadita. hojuelas de pimiento rojo trituradas (opcional)', '1 manojo de col rizada o escarola toscana, sin costillas ni tallos duros, hojas cortadas en trozos pequeños', '1 cucharada. vinagre de vino blanco o tinto', '¼ cucharadita. sal kosher', '¼ de taza de parmesano finamente rallado', 'y más para cubrir']"
264,Ensalada De Cena De Despensa Con Crutones De Polenta,"['¼ cup extra-virgin olive oil', '¼ cup red or white wine vinegar', '1½ tsp. Dijon or whole grain mustard', '½ tsp. honey or agave nectar', '¼ tsp. kosher salt', '¼ tsp. freshly ground black pepper', '3 cups still-warm Big-Batch Parmesan Polenta', '⅓ cup finely grated Parmesan', '2 Tbsp. extra-virgin olive oil', '½ red onion or 1 shallot, thinly sliced', '1 (heaping) cup thinly sliced raw crunchy vegetables (such as fennel, radishes, and/or celery)', '¼ tsp. kosher salt', '1 head of radicchio, escarole, or romaine, leaves separated, torn into bite-size pieces', '2 oz. thinly sliced salami, prosciutto, or other cured meat (optional)', '1 cup olives, pickles, peperoncini, or marinated artichoke hearts, sliced if desired', '½ cup (loosely packed) tender herbs (such as basil, parsley, mint, and/or dill)']","Batir el aceite, el vinagre, la mostaza, la miel, la sal y la pimienta en un tazón pequeño (o agitarlos en un frasco pequeño). Dejar de lado.
Vierta la polenta en un recipiente hermético cuadrado o rectangular y extiéndala en una capa uniforme. Deje enfriar, luego cubra y enfríe por al menos 1 hora y hasta 1 semana. (La polenta se endurecerá formando un bloque sólido).
Coloque la polenta en una tabla de cortar y córtela en cubos de 1"". Coloque el queso parmesano en un tazón ancho y poco profundo y, trabajando en tandas, agregue los cubos al queso para cubrirlos. Con las manos, presione el queso contra los bordes de la polenta para que se adhiera, luego transfiéralo a un plato.
Calienta el aceite en una sartén antiadherente a fuego medio-alto. Trabajando en tandas según sea necesario, coloque tantos cubos de polenta como quepan en una capa uniforme con un espacio de 1” entre cada uno en la sartén. Deje freír, sin tocar, hasta que la base esté crujiente y dorada, aproximadamente 4 minutos. Resista la tentación de mover los cubos antes de que hayan pasado 3 minutos para evitar quitar la capa de parmesano de la polenta. Voltee uno a la vez, asegurándose de que los cubos no se peguen y repita el proceso de cocción con los lados opuestos de los cubos. Transfiera a un plato.
Mezcle la cebolla, las verduras crujientes y la sal en un tazón grande. Agregue achicoria, salami (si se usa), aceitunas y hierbas y revuelva para combinar. Rocíe el aderezo reservado y revuelva suavemente para cubrir. Agregue los picatostes calientes y revuelva suavemente nuevamente.",pantry-dinner-salad-with-polenta-croutons,"['¼ taza de aceite de oliva virgen extra', '¼ taza de vinagre de vino tinto o blanco', '1½ cucharadita. Mostaza Dijon o integral', '½ cucharadita. miel o néctar de agave', '¼ cdta. sal kosher', '¼ de cucharadita. pimienta negra recién molida', '3 tazas de polenta de parmesano grande aún caliente', '⅓ taza de parmesano finamente rallado', '2 cucharadas. aceite de oliva virgen extra', '½ cebolla morada o 1 chalota, en rodajas finas', '1 taza (colmada) de verduras crudas crujientes en rodajas finas (como hinojo, rábanos y/o apio)', '¼ de cucharadita. sal kosher', '1 cabeza de achicoria, escarola o lechuga romana, hojas separadas y cortadas en trozos pequeños', '2 oz. salami, prosciutto u otra carne curada en rodajas finas (opcional)', '1 taza de aceitunas, pepinillos, peperoncini o corazones de alcachofa marinados, en rodajas si lo desea', '½ taza (sueltas) de hierbas tiernas (como albahaca', 'perejil', 'menta', 'y/o eneldo)']"
265,Polenta de parmesano en lotes grandes,"['1 Tbsp. kosher salt', '3 cups polenta (coarse cornmeal)', '1½ cups finely grated Parmesan', '1 tsp. freshly ground black pepper']","Hierva 9 tazas de agua en una olla mediana a fuego alto. Agrega sal y reduce el fuego a medio-bajo. Revolviendo constantemente con una cuchara de madera, agregue gradualmente la polenta. Cocine, revolviendo con frecuencia, hasta que esté espeso y cremoso, de 30 a 35 minutos. Retire del fuego y agregue el parmesano y la pimienta.",big-batch-parmesan-polenta,"['1 cucharada. sal kosher', '3 tazas de polenta (harina de maíz gruesa)', '1½ tazas de parmesano finamente rallado', '1 cucharadita. pimienta negra recién molida']"
